County,Organisation,Scheme,Amount Allocated
Mayo,Westport GAA Club,2000,"31,743.00"
Meath,Ballinlough Gaelic Football Club,2000,"25,395.00"
Meath,Castle Villa AFC,2000,"82,533.00"
Meath,Claremont Stadium Club,2000,"38,092.00"
Meath,Duleek AFC,2000,"38,092.00"
Meath,Dunboyne Athletic Club,2000,"19,046.00"
Meath,Electro Celtic FC,2000,"31,743.00"
Meath,Kilbride GFC,2000,"12,697.00"
Meath,Killyon Hurling Club,2000,"34,283.00"
Meath,Meath Hill GFC,2000,"43,171.00"
Meath,Meath Youth Federation Navan,2000,"3,809.00"
Meath,Navan O' Mahony's GAA Club,2000,"165,066.00"
Meath,Navan Tennis Club,2000,"19,046.00"
Meath,Ratoath Harps AFC Ltd,2000,"63,487.00"
Meath,Simonstown Gaels GFC,2000,"380,921.00"
Meath,Skryne Gaelic Football Club,2000,"81,263.00"
Meath,St Andrew's Athletic Club Kilsallaghan,2000,"27,934.00"
Meath,St Colmcilles East Meath GAC,2000,"50,790.00"
Meath,St Michaels G.F.C.,2000,"17,776.00"
Meath,St Ultans Gaelic Football Club,2000,"25,395.00"
Meath,Trustees Milltown Sportsfield Ashbourne,2000,"31,743.00"
Monaghan,Aghabog Development Association Ltd,2000,"31,743.00"
Monaghan,Aghabog GAA Club,2000,"25,395.00"
Monaghan,Ardaghey Community Development Association,2000,"38,092.00"
Monaghan,Bawn Rural Development Association,2000,"6,348.00"
Monaghan,Carrickmacross Snooker Club,2000,"6,349.00"
Monaghan,Clontibret O'Neills GFC,2000,"63,487.00"
Monaghan,Co Cavan Motor Club,2000,"31,743.00"
Monaghan,Donagh Parish Finance and Maintenance Committee,2000,"76,184.00"
Monaghan,Donaghmoyne Community Development Committee,2000,"50,790.00"
Monaghan,Latton O'Rahilly GAA Club,2000,"50,790.00"
Monaghan,Oram Sarsfields GFC,2000,"7,618.00"
Monaghan,Smithborough Amateur Boxing Club,2000,"1,270.00"
Monaghan,St Marys Park Development - Castleblayney Faughs,2000,"63,487.00"
Monaghan,St Tiernachs Amateur Boxing Club,2000,635
Monaghan,Truagh Community Youth Band,2000,"6,349.00"
Monaghan,Tyholland Boxing Club,2000,"3,809.00"
Monaghan,Tyholland Community Sports Complex,2000,"38,092.00"
Offaly,Ballinamere GAA Club,2000,"40,632.00"
Offaly,Birr Wilmer Tennis Club,2000,"12,698.00"
Offaly,Clara GAA club,2000,"50,790.00"
Offaly,Clara Handball Club,2000,"50,790.00"
Offaly,CLARA TOWN AFC,2000,"31,743.00"
Offaly,Cloghan Boxing Club,2000,635
Offaly,Clonmore Harps GAA Club,2000,"19,046.00"
Offaly,Coolderry GAA,2000,"25,395.00"
Offaly,Daingean Foroige Youth Club,2000,"1,270.00"
Offaly,Drumcullen GAA Club,2000,"25,395.00"
Offaly,Ferbane GAA,2000,"50,790.00"
Offaly,Harp and Shamrock Marching Band,2000,"1,905.00"
Offaly,Kilcormac/Killoughey GAA,2000,"19,046.00"
Offaly,KILLEIGH GAA,2000,"19,046.00"
Offaly,Leamore Leabeg Boora Development Company,2000,"25,395.00"
Offaly,Offaly County Board Boxing,2000,"3,809.00"
Offaly,St Bridget's Boxing Club,2000,"3,809.00"
Offaly,St Broughan's Boxing Club,2000,"1,270.00"
Offaly,St Columba's GAA Club,2000,"41,901.00"
Offaly,St Sarans Belmont GAA Club,2000,"31,743.00"
Offaly,Tubber Development Association,2000,"12,698.00"
Offaly,Tullamore Boxing Club,2000,"2,539.00"
Offaly,Tullamore Harriers,2000,"215,855.00"
Roscommon,Ballinaheglish Community Centre,2000,"25,395.00"
Roscommon,Ballinameen Gaa,2000,"17,776.00"
Roscommon,Bealnamulla Sports Club,2000,"11,428.00"
Roscommon,Boyle Community Tennis Association,2000,"12,697.00"
Roscommon,Carrick on Shannon Golf Club,2000,"190,461.00"
Roscommon,Castlerea GAA Club,2000,"50,790.00"
Roscommon,Castlerea Guide Scout Youth Committee,2000,"12,697.00"
Roscommon,Hodson Bay Celtic FC,2000,"50,790.00"
Roscommon,loughglynnboxingclub,2000,"3,809.00"
Roscommon,Roscommon County Council,2000,"38,092.00"
Roscommon,Shannon Gaels GAA Club Roscommon,2000,"12,697.00"
Roscommon,St Aidans GAA Football Club,2000,"38,092.00"
Roscommon,St Coman's Handball Club,2000,"31,743.00"
Roscommon,St Dominics Parks Committee,2000,"24,125.00"
Roscommon,St Johns Athletic F.C.,2000,"10,158.00"
Roscommon,St Ronan's Athletic Club,2000,"2,159.00"
Roscommon,St Ronans GAA Club,2000,"4,190.00"
Roscommon,Strokestown Golf Club,2000,"126,974.00"
Roscommon,Strokestown United Football Club,2000,"50,790.00"
Sligo,Aclare Development Council Ltd,2000,"9,523.00"
Sligo,Ballymote Community Parks Sports,2000,"25,395.00"
Sligo,calry st josephs gaa club,2000,"10,158.00"
Sligo,Castleconnor G.A.A Club,2000,"25,395.00"
Sligo,Clonloo United FC Company Ltd,2000,"12,697.00"
Sligo,Collooney Handball Club,2000,"12,697.00"
Sligo,Easkey GAA,2000,"25,395.00"
Sligo,Grange Cliffoney GAA Club,2000,"31,743.00"
Sligo,Kilglass Enniscrone Utd Football Club,2000,"20,316.00"
Sligo,Markievicz Park (Sligo GAA County Board),2000,"190,461.00"
Sligo,Oxfield Playing Grounds,2000,"45,711.00"
Sligo,Sligo Football & Sports Development Society,2000,"63,487.00"
Sligo,St Annes Youth Centre Ltd,2000,"31,743.00"
Sligo,St Johns Community Development Association,2000,"63,489.00"
Sligo,St Josephs Amateur Boxing Club,2000,"3,809.00"
Sligo,St Michaels Park Committee,2000,"19,046.00"
Tipperary,30th Tipperary C.S.I. Dundrum,2000,"38,092.00"
Tipperary,burgess gaa club,2000,"38,092.00"
Tipperary,Cahir Park AFC,2000,"38,092.00"
Tipperary,Canon Hayes Community Recreation Centre Ltd.,2000,"76,184.00"
Tipperary,Carrick United AFC Company Limited by Guarantee,2000,"38,092.00"
Tipperary,Carrig and Riverstown GAA Club,2000,"46,980.00"
Tipperary,Cashel King Cormacs GAA Club,2000,"63,487.00"
Tipperary,Clanwilliam Football Club,2000,"38,092.00"
Tipperary,Clonmel Rowing Club,2000,"20,316.00"
Tipperary,Evergreen FC,2000,"19,046.00"
Tipperary,Golden Kilfeacle GAA,2000,"50,790.00"
Tipperary,Grange Community Council Limited,2000,"10,158.00"
Tipperary,Kilcash Ballypatrick Killurney Community Field Committee,2000,"12,697.00"
Tipperary,Kilfeacle Community Association,2000,"50,790.00"
Tipperary,Killea GAA Club,2000,"25,395.00"
Tipperary,Knockavilla Donaskeigh Kickhams GAA Club,2000,"25,395.00"
Tipperary,LATTIN LAWN TENNIS CLUB,2000,"10,158.00"
Tipperary,Moyle Rovers GAA Club,2000,"126,974.00"
Tipperary,Mullinahone Boxing Club,2000,"2,539.00"
Tipperary,Nenagh Olympic Athletic Club,2000,"95,230.00"
Tipperary,Rahealty Kickams GAA Club,2000,"12,697.00"
Tipperary,Rearcross Football Club,2000,"44,441.00"
Tipperary,Thomas Mac Donagh Park Committee Cloughjordan,2000,"126,974.00"
Tipperary,Thurles Crokes A.C,2000,"31,743.00"
Waterford,Ardmore GAA Club,2000,"44,441.00"
Waterford,Ballygunner GAA Club,2000,"44,441.00"
Waterford,Bolton Football Club,2000,"12,697.00"
Waterford,Brideview Utd AFC,2000,"10,158.00"
Waterford,Childrens Group Link Waterford,2000,"12,697.00"
Waterford,DUNGARVAN BOXING CLUB,2000,"63,487.00"
Waterford,Dungarvan Brass Band,2000,"6,349.00"
Waterford,Dungarvan United AFC,2000,"82,533.00"
Waterford,Hibernian Football Club,2000,"25,395.00"
Waterford,Kilgobnet Sports Club,2000,"253,948.00"
Waterford,Killure/Sacred Heart GAA Clubs,2000,"25,395.00"
Waterford,Mercy Sec School and Wildcats Basketball Waterford,2000,"38,092.00"
Waterford,Park Rangers FC,2000,"6,349.00"
Waterford,Portlaw United AFC,2000,"63,487.00"
Waterford,Roanmore GAA\Social & Sports Centre,2000,"12,697.00"
Waterford,Southend United F.C. Waterford,2000,"44,441.00"
Waterford,St Anne's Waterford Tennis Club,2000,"38,092.00"
Waterford,St Paul's Boxing Club,2000,"12,697.00"
Waterford,Tramore Boxing Club,2000,"3,809.00"
Waterford,Villa Football Club,2000,"63,487.00"
Waterford,Waterpark Rugby Football Club,2000,"50,790.00"
Waterford,Whitechurch N.S./Local Community Groups,2000,"95,230.00"
Westmeath,Athlone Sub Aqua Club Ltd,2000,"19,046.00"
Westmeath,Athlone Tennis Club,2000,"6,349.00"
Westmeath,Brosna Boxing Club,2000,"1,270.00"
Westmeath,Buccaneers RFC,2000,"69,836.00"
Westmeath,Bunbrosna GAA Club,2000,"12,697.00"
Westmeath,Castlepollard Hurling Club,2000,"50,790.00"
Westmeath,Doon GAA Club,2000,"25,395.00"
Westmeath,Milltown Community Centre Association,2000,"50,790.00"
Westmeath,Moate Boxing Club,2000,"2,539.00"
Westmeath,Mount Temple/Baylin Development Association Ltd,2000,"50,790.00"
Westmeath,Mullingar Athletic AFC,2000,"88,882.00"
Westmeath,Mullingar Canoe Club,2000,"6,349.00"
Westmeath,Mullingar Sub Aqua Club,2000,"12,697.00"
Westmeath,Mullingar Tennis & Badminton Club,2000,"63,487.00"
Westmeath,Mullingar Town Band,2000,"19,046.00"
Westmeath,Rathowen Community Development Co. Ltd,2000,"31,743.00"
Westmeath,St Francis Football Club,2000,"63,487.00"
Westmeath,St James's Hall Kilbeggan,2000,"19,046.00"
Westmeath,Temple Villa A.F.C.,2000,"57,138.00"
Wexford,Adamstown Vocational College and Adamstown Community Development,2000,"50,790.00"
Wexford,Ballygarrett Realt na Mara GAA Club,2000,"43,171.00"
Wexford,Bree Community Development Group,2000,"12,697.00"
Wexford,Bunclody Amateur Boxing Club,2000,"2,539.00"
Wexford,Craanford Community Field,2000,"25,395.00"
Wexford,Curracloe United Trust Co Ltd,2000,"25,395.00"
Wexford,Enniscorthy RFC,2000,"88,882.00"
Wexford,Gusserane O'Rahilly GAA Club,2000,"69,836.00"
Wexford,Hook Sub Aqua Club,2000,"19,046.00"
Wexford,Kilmore Athletic Club,2000,"1,778.00"
Wexford,Monamolin Parish Committee,2000,"6,349.00"
Wexford,New Ross Celtic AFC,2000,"50,790.00"
Wexford,New Ross Rugby Club,2000,"25,395.00"
Wexford,Newbawn Community Sportsground Centre,2000,"13,967.00"
Wexford,North End United AFC,2000,"101,579.00"
Wexford,Oulart Community Centre Committee,2000,"25,395.00"
Wexford,Ramsgrange Parish Committee,2000,"8,888.00"
Wexford,Riverchapel Community Centre,2000,"33,013.00"
Wexford,Sacre Coeur Boxing Club,2000,"2,539.00"
Wexford,St Davids Amateur Boxing Club,2000,"3,809.00"
Wexford,St Ibars/ St Josephs Boxing Club,2000,"3,809.00"
Wexford,st josephs afc,2000,"25,395.00"
Wexford,St Judes Boxing Club,2000,"2,539.00"
Wexford,St Michaels Amateur Boxing Club,2000,"15,237.00"
Wexford,Town Celtic AFC,2000,"25,395.00"
Wexford,Wexford CBS Boxing Club,2000,"29,204.00"
Wexford,Wexford GAA,2000,"507,895.00"
Wexford,Wexford Wanderers RFC,2000,"8,380.00"
Wicklow,Arklow Boxing Club,2000,"6,349.00"
Wicklow,Arklow Pipe Band,2000,"11,428.00"
Wicklow,Arklow RFC,2000,"63,500.00"
Wicklow,Arklow Rowing Club,2000,"57,138.00"
Wicklow,Ballymanus GFC,2000,"11,428.00"
Wicklow,Baltinglass GAA Club,2000,"158,717.00"
Wicklow,Barndarrig GAA,2000,"19,046.00"
Wicklow,Éire Óg GAA club Greystones,2000,"63,487.00"
Wicklow,Glendalough and District Development Association,2000,"57,138.00"
Wicklow,Grangecon Boxing Club,2000,"3,809.00"
Wicklow,Greystones United AFC,2000,"38,092.00"
Wicklow,Kiltegan GAA Club,2000,"25,395.00"
Wicklow,Loreto Bray Community Sports Project,2000,"304,737.00"
Wicklow,Newtown Community Centre Committee,2000,"57,138.00"
Wicklow,Rathnew GAA Club,2000,"20,316.00"
Wicklow,Shillelagh Utd AFC,2000,"25,395.00"
Wicklow,St Fergals Boxing Club,2000,"1,905.00"
Wicklow,St Patricks Hall Kilcoole,2000,"63,486.00"
Wicklow,Wicklow County Board G.A.A.,2000,"126,974.00"
Carlow,Ben Mulhall Memorial Park Association,2001,"38,100.00"
Carlow,Carlow Lawn Tennis Club,2001,"63,487.00"
Carlow,Clonmore GFC,2001,"31,743.00"
Carlow,Coisde Condae Ceatharloch,2001,"126,974.00"
Carlow,County Carlow Football Club,2001,"31,743.00"
Carlow,Cumann Iom na Baile Ceatharlach,2001,"38,092.00"
Carlow,Éire Óg CLG,2001,"63,487.00"
Carlow,Old Leighlin Community Support Ltd.,2001,"25,395.00"
Carlow,Parkville United AFC Tullow Juvenille AFC,2001,"50,790.00"
Carlow,Rathoe Sports and Resource Centre,2001,"38,092.00"
Carlow,Rathvilly GAA Club,2001,"25,395.00"
Carlow,St Laurence O'Toole Athletic Club,2001,"634,869.00"
Cavan,Bailieboro Celtic A.F.C,2001,"50,790.00"
Cavan,Belturbet GAA Club,2001,"50,790.00"
Cavan,Belturbet Row Boat Club,2001,"3,809.00"
Cavan,Cavan Amateur Boxing Club,2001,"1,270.00"
Cavan,Corlough GAA Club,2001,"50,790.00"
Cavan,Cornafean GFC,2001,"44,441.00"
Cavan,County Cavan Rugby Football Club,2001,"63,487.00"
Cavan,CYMS St Phelims Branch,2001,"2,539.00"
Cavan,Droim Dhuin Eire Og GAA,2001,"19,046.00"
Cavan,Drumalee,2001,"76,184.00"
Cavan,Kildallan GAA Club,2001,"101,600.00"
Cavan,Kingscourt Harps AFC,2001,"25,395.00"
Cavan,MUNTERCONNAUGHT GAA CLUB,2001,"31,743.00"
Cavan,SHERCOCK SPORTS AND RECREATIONAL FACILITIES LTD,2001,"82,533.00"
Clare,Ballyea Community Development Association,2001,"25,395.00"
Clare,Banner GAA Club Ennis,2001,"25,395.00"
Clare,Clarecastle GAA Club,2001,"126,974.00"
Clare,Clonlara Leisure Athletic and Sports Centre,2001,"126,974.00"
Clare,CORBALLY UNITED,2001,"19,046.00"
Clare,Corofin GAA Club,2001,"19,046.00"
Clare,Ennis Lawn Tennis and Badminton Club,2001,"10,158.00"
Clare,Ennis RFC,2001,"76,184.00"
Clare,Ennistymon GAA Club,2001,"19,046.00"
Clare,Killaloe Ballina Tennis club,2001,"25,395.00"
Clare,Killimer GAA Club,2001,"12,697.00"
Clare,Kilmaley Sports and Leisure Complex,2001,"126,974.00"
Clare,Kilmurray Ibrickane Football Club,2001,"25,395.00"
Clare,Kilrush Golf Club,2001,"76,184.00"
Clare,Naomh Eoin GAA Club,2001,"12,697.00"
Clare,Newmarket-on-fergus GAA Club,2001,"25,395.00"
Clare,Ruan GAA Club,2001,"19,046.00"
Clare,ST JOSEPHS DOORA BAREFIELD GAA CLUB,2001,"126,974.00"
Cork,Adrigole GAA Club,2001,"19,046.00"
Cork,Argideen Rangers GAA Club,2001,"16,507.00"
Cork,Avondale United FC,2001,"88,882.00"
Cork,Ballinlough Pitch & Putt Club,2001,"6,349.00"
Cork,Ballydesmond GAA club,2001,"50,790.00"
Cork,Ballyphehane GAA Club,2001,"6,349.00"
Cork,Baltimore Sailing Club,2001,"25,395.00"
Cork,Bantry Blues GAA Club,2001,"25,395.00"
Cork,Blackrock National Hurling Club,2001,"317,335.00"
Cork,Boherbue GAA Club,2001,"22,855.00"
Cork,Buttevant GAA Club,2001,"63,487.00"
Cork,Carbery Rangers GAA Club,2001,"95,230.00"
Cork,Carrigaline Tennis Club,2001,"12,697.00"
Cork,Carrigtwohill GAA Club,2001,"33,013.00"
Cork,Castlemartyr GAA Club,2001,"12,697.00"
Cork,Charleville RFC,2001,"63,487.00"
Cork,Clonakilty Community Sports Association,2001,"253,948.00"
Cork,Cloyne Hurling & Football Club,2001,"126,974.00"
Cork,Colaiste Treasa/Kanturk Comm. Co.,2001,"101,579.00"
Cork,Cullen GAA Club,2001,"25,395.00"
Cork,Diarmuid O Mathuna GAA Club,2001,"38,092.00"
Cork,Doheny GAA Club,2001,"76,184.00"
Cork,Donoughmore Hurling & Football Club,2001,"19,046.00"
Cork,Douglas Hall AFC,2001,"12,697.00"
Cork,Douglas Pitch and Putt Club,2001,"19,046.00"
Cork,Dromina GAA,2001,"76,184.00"
Cork,DUNMANWAY RUGBY FOOOTBALL CLUB,2001,"19,046.00"
Cork,ESB Pitch and Putt Club,2001,"19,046.00"
Cork,Fermoy Boys + Girls Boxing Club,2001,"5,079.00"
Cork,Fermoy Confraternity Band,2001,"5,079.00"
Cork,Fermoy Rowing Club,2001,"25,395.00"
Cork,Fermoy Rugby Club,2001,"44,440.00"
Cork,Gabriel Rangers GAA Club,2001,"31,743.00"
Cork,Glen Rovers Hurling Club,2001,"228,553.00"
Cork,Kanturk GAA Club,2001,"25,395.00"
Cork,Kanturk RFC,2001,"10,158.00"
Cork,Kilmacsimon Swimming & Rowing Club,2001,"6,349.00"
Cork,Kilshannig Pitch and Putt Club,2001,"19,046.00"
Cork,Kiskeam GAA Club,2001,"25,395.00"
Cork,Lakewood Athletic FC,2001,"63,487.00"
Cork,Lower Aghada Tennis and Sailing Club,2001,"50,790.00"
Cork,Macroom GAA Club,2001,"101,579.00"
Cork,Mayfield Hurling & Football Club,2001,"444,408.00"
Cork,Midleton Football Club Ltd,2001,"63,487.00"
Cork,Millstreet Community Council Ltd,2001,"63,487.00"
Cork,Millstreet Park Committee,2001,"88,882.00"
Cork,Neptune Basketball Club,2001,"63,487.00"
Cork,Newtownshandrum GAA Club,2001,"50,790.00"
Cork,Old Christians RFC,2001,"152,369.00"
Cork,Olympic Karate Club,2001,"50,790.00"
Cork,Passage United Sports & Social Club Ltd,2001,"25,395.00"
Cork,Passage West Rowing Club,2001,"12,697.00"
Cork,Rathluirc GAA Club,2001,"50,790.00"
Cork,Ringmahon Rangers AFC,2001,"190,460.00"
Cork,Rockmount Football Club,2001,"44,440.00"
Cork,Rushbrooke Lawn Tennis & Croquet Club,2001,"50,790.00"
Cork,Rylane Boxing Club,2001,"5,079.00"
Cork,Sarsfields Hurling Club,2001,"317,435.00"
Cork,Skibbereen Dynamos FC Ltd,2001,"50,790.00"
Cork,Skibbereen Rowing Club,2001,"152,369.00"
Cork,South Parish Community Association.,2001,"31,743.00"
Cork,St Colmans Boxing Club,2001,"4,444.00"
Cork,St Finbarrs Hurling & Football Club,2001,"127,000.00"
Cork,St Mary's AFC,2001,"88,882.00"
Cork,St Stephens Pitch & Putt Club,2001,"19,046.00"
Cork,Tower Community Development Association,2001,"25,395.00"
Cork,Uibh Laoire GAA,2001,"38,092.00"
Cork,Watergrasshill Community Association,2001,635
Cork,Wilton United AFC,2001,"44,441.00"
Cork,Youghal GAA Club,2001,"190,461.00"
Cork,Youghal Lawn Tennis Club Ltd,2001,"31,743.00"
Donegal,Aileach Youth Club,2001,"190,461.00"
Donegal,Bonagee United Football Club,2001,"152,369.00"
Donegal,Burnfoot Youth Club,2001,"3,174.00"
Donegal,C.L.G An Tearmainn,2001,"63,487.00"
Donegal,Cappry Rovers AFC,2001,"63,487.00"
Donegal,Carndonagh GAA Club,2001,"126,974.00"
Donegal,Cashelard Community Development,2001,"63,487.00"
Donegal,Castlefin Celtic,2001,"7,618.00"
Donegal,Castlefin Partnership Initiative Ltd (CPI),2001,"126,974.00"
Donegal,CLG Naomh Mícheál,2001,"126,974.00"
Donegal,Convoy Arsenal FC,2001,"63,487.00"
Donegal,Conwal Sports and Leisure Club,2001,635
Donegal,Deele Community Sports,2001,"101,579.00"
Donegal,Donegal Bay Sub Aqua Club,2001,"12,697.00"
Donegal,Drumkeen United Football Club,2001,"25,395.00"
Donegal,Dunfanaghy Golf Club,2001,"63,487.00"
Donegal,Dunkineely Celtic FC,2001,"95,230.00"
Donegal,Glebe Sport's Holding's Ltd,2001,"190,461.00"
Donegal,Illies Football Club,2001,"19,046.00"
Donegal,Inishowen Football League,2001,"50,790.00"
Donegal,Kilmacrennan Community Development Group,2001,"31,743.00"
Donegal,Letterkenny Golf and Social Club,2001,"253,948.00"
Donegal,Lifford Athletic Club Ltd,2001,"19,433.00"
Donegal,Lifford Rifle Association,2001,"4,444.00"
Donegal,Lifford/Clonleigh Resource Centre,2001,"63,487.00"
Donegal,Manorcunningham Pipe Band,2001,"6,349.00"
Donegal,Murloy Community Centre,2001,"1,905.00"
Donegal,Pettigo GAA,2001,"63,487.00"
Donegal,Ramelton Tennis Club,2001,"19,046.00"
Donegal,Ramelton Town Band,2001,"12,697.00"
Donegal,Raphoe Boxing Club,2001,"25,395.00"
Donegal,Rathmullin and District Resource Centre Ltd,2001,"126,974.00"
Donegal,Realt na Mara Bundoran GAA,2001,"76,184.00"
Donegal,Robert Emmets GAA Club,2001,"76,184.00"
Donegal,St Catherine's Football Club,2001,"25,395.00"
Donegal,St Eunans GAA Club,2001,"507,895.00"
Donegal,St. Brigids Community Centre,2001,"76,184.00"
Donegal,St.Johnston Cricket Club,2001,"2,539.00"
Donegal,Tremone Youth and Recreation Ltd,2001,"50,790.00"
Donegal,Trustees of Finn Valley Athletic Club,2001,"88,882.00"
Donegal,Twin Towns Boxing Club,2001,"3,809.00"
Donegal,Windyhall Community Group,2001,"126,974.00"
Dublin,Adventure Sports Project,2001,"31,743.00"
Dublin,An Cumann Parnell CLG,2001,"88,882.00"
Dublin,Balbriggan Combined Clubs Dublin,2001,"73,645.00"
Dublin,Ballinteer St Johns GAA Club,2001,"317,435.00"
Dublin,Ballsbridge Horseshoe Pitchers,2001,"126,974.00"
Dublin,Ballyfermot United Sports & Social Club,2001,"253,948.00"
Dublin,Ballymun Comprehensive School - BRL,2001,"12,697.00"
Dublin,Ballymun Regeneration Ltd.,2001,"634,869.00"
Dublin,Beggsboro AFC,2001,"126,974.00"
Dublin,Belvedere Association Football Club Limited,2001,"126,974.00"
Dublin,Bohemian Football Club LTD,2001,"126,974.00"
Dublin,Brittas Community Association,2001,"19,046.00"
Dublin,BRL - Poppintree/Boxing Centre Steering Group,2001,"190,461.00"
Dublin,Cabra Boxing Club,2001,"6,350.00"
Dublin,Castle Celtic,2001,"5,080.00"
Dublin,Clondalkin Gymnastics Club,2001,"6,349.00"
Dublin,Clondalkin Youth Band,2001,"19,046.00"
Dublin,Clontarf (Rugby) Football Club,2001,"126,974.00"
Dublin,CLontarf GAA CLub,2001,"76,184.00"
Dublin,Clontarf Lawn Tennis Club,2001,"31,743.00"
Dublin,Commercial Rowing Club,2001,"50,790.00"
Dublin,Coolmine Rugby Football Club,2001,"76,184.00"
Dublin,Corinthian Hockey Club,2001,"76,184.00"
Dublin,Cricket Ireland,2001,"127,000.00"
Dublin,Croabh Chiarain GAA Club,2001,"190,461.00"
Dublin,CRUMLIN GAA CLUB,2001,"25,395.00"
Dublin,Cumann Naomh Maur,2001,"253,948.00"
Dublin,Donore Youth And Community Centre,2001,"444,408.00"
Dublin,Drumcondra Schoolboy FC,2001,"76,184.00"
Dublin,Dublin Bus/Neilstown Y.C. (Dublin City Services Sports and Social Club),2001,"31,743.00"
Dublin,Dublin City Council,2001,"126,974.00"
Dublin,Dublin City Council,2001,"126,974.00"
Dublin,Dublin City Council,2001,"126,974.00"
Dublin,Dublin City Council,2001,"190,461.00"
Dublin,Dublin City Council,2001,"253,948.00"
Dublin,Dublin City Council,2001,"317,435.00"
Dublin,Dublin City Council,2001,"380,921.00"
Dublin,Dublin City Council,2001,"634,869.00"
Dublin,Dundrum Active Retirement Assoc.,2001,635
Dublin,Dundrum South Dublin AC and St. Tiernans Community School,2001,"253,948.00"
Dublin,East Wall Water Sport Group Ltd,2001,"63,485.00"
Dublin,Fairview CYMC/LC,2001,"7,618.00"
Dublin,Finglas Sports Development Group,2001,"12,697.00"
Dublin,Glasnevin Lawn Tennis Club,2001,"158,717.00"
Dublin,Glasnevin North Community Council,2001,"10,158.00"
Dublin,Glenanne Trust Corp,2001,"88,882.00"
Dublin,Good Counsel GAA & Camogie Club,2001,"253,948.00"
Dublin,Home Farm FC,2001,"253,948.00"
Dublin,Huntstown Community Centre,2001,"95,230.00"
Dublin,Inter Denom. Active Retirement,2001,"1,270.00"
Dublin,Irish Basketball Association,2001,"126,974.00"
Dublin,Irish Cycling,2001,"63,487.00"
Dublin,Irish Wheelchair Association-Sport,2001,"952,304.00"
